id,timestamp,feeTier,poolId,token0,token1,tickLower,tickUpper
"0x1cc99dfe618876349d038d296c47a412f1bbbe594e3e5d7536a333efe7ab99f1","1731279887","3000","0x57af956d3e2cca3b86f3d8c6772c03ddca3eaacb","PENDLE","WETH","-63840","-63780"
"0x1fd4abb7f1970a9c40611f5a96cdfd74ebe68fc4c098f0b35228da03e339c2e1","1731279647","3000","0xfa45c879fd120d6cc493113ae212a853531f3d91","WETH","NEIRO","-106680","-102540"
"0x3c600c0dc5ae29f3409bf4f5f98f8a2a62da299c4b7e7331171349f9aa4382cd","1731279851","100","0xe8f7c89c5efa061e340f2d2f206ec78fd8f7e124","WBTC","cbBTC","-21","-20"
"0x1c76d5ebfb3a66879814b9b7c7d73e215165d3efbcc5c4acdc217501cb5cfdc0","1731280079","100","0xc7bbec68d12a0d1830360f8ec58fa599ba1b0e9b","WETH","USDT","-203156","-196274"
"0x3fdd6f8976bb114642a8a77b2191b3de27af544835b1f90eeb9f4eafb5dfc3e9","1731280331","10000","0xbe24f9952bf2a15bc4d2661151049d9588d6c0cb","WETH","DSync","93400","97600"
"0x4c4f59d6b14f88869f1ef988ef5db55051d39c3df53dfe686e3d2cde2e5dbfac","1731280343","3000","0x6916f79669f745aebd82433583c85665bfae6fbb","KAS","WETH","127080","134280"
"0x547fd0f7114938dbe11f476e875c17dfcb8f4723de8826065dce3bdc719a7e0d","1731280499","3000","0x99ac8ca7087fa4a2a1fb6357269965a2014abc35","WBTC","USDC","65520","66420"
"0x1b965b516815621f92b80ae9753349e6ea369cb65edabfee41b6d9c8e14c2b40","1731280763","3000","0xfad57d2039c21811c8f2b5d5b65308aa99d31559","LINK","USDC","-249900","-249180"
"0x1deb14ec5405e37da154803ad706230ee4b196a609a04ff3ab7cfea89ffdeb55","1731280931","10000","0x7b3ed3a3444144ff526554d5f4aa463d1759f51a","WETH","AXGT","91400","96800"
"0x319d1b20e8d103e7633b1ab8028861fa942a359189d55cfb7541757bf65c4f0f","1731280823","10000","0xc7cbff2a23d0926604f9352f65596e65729b8a17","SDEX","WETH","-126200","-126000"
"0x45c117969cbfd28f08a5257b4287a5388e32ab987c4117c5e5e2548f761c7ba9","1731281603","10000","0x403b1b747b1efb309070436c9ac99bf476f299ea","Bonk","WETH","103000","116800"
"0x4fa26b7d5d94db54b582f400ecc9df08f6f4f790f44eaded3cf4eadb63f0199f","1731281531","10000","0x433a00819c771b33fa7223a5b3499b24fbcd1bbc","wTAO","WETH","180800","192800"
"0x21d74e02e46ce69a3f5bf2223048660e6e22647a0f1ee1b88968e8b4c5257c17","1731281795","3000","0x2f62f2b4c5fcd7570a709dec05d68ea19c82a9ec","SHIB","WETH","-186000","-185940"
"0x21d74e02e46ce69a3f5bf2223048660e6e22647a0f1ee1b88968e8b4c5257c17","1731281795","3000","0x2f62f2b4c5fcd7570a709dec05d68ea19c82a9ec","SHIB","WETH","-185940","-185880"
